order_id,customer_id,product_id,quantity,unit_price,order_date,status,total_value,name,state,category,gross_margin,order_year,order_month,gross_profit
AC7B7AF8-670,CFABBC4C,PROD-0014,4,701.87,2025-05-21 11:51:54,completed,2807.48,André Da Rocha,RS,Esportes,0.5729,2025,5,1608.41
36495BB8-D70,A34065EF,PROD-0080,3,1130.47,2026-04-07 22:22:07,pending,3391.41,Dr. Rael Casa Grande,SP,Livros,0.5679,2026,4,1925.98
6C24C243-DD1,CA6D5694,PROD-0043,5,100.63,2025-10-02 11:56:32,completed,503.15,Sr. Gael Henrique Ramos,RS,Eletrônicos,0.6127,2025,10,308.28
E0D8888D-8A4,8A369489,PROD-0039,2,676.96,2025-11-24 08:38:26,pending,1353.92,Maya Aragão,PE,Esportes,0.436,2025,11,590.31
910D3F4E-FB2,FFCC8D88,PROD-0041,3,117.19,2025-11-19 05:03:49,completed,351.57,Vicente Sampaio,RJ,Eletrônicos,0.6114,2025,11,214.95
31A113AA-A0B,FA2824B3,PROD-0095,5,453.99,2025-12-20 22:56:05,completed,2269.95,Lunna Gomes,SP,Livros,0.6648,2025,12,1509.06
D773C559-BE0,FB0D2F29,PROD-0042,4,51.75,2025-10-22 22:01:41,completed,207.0,Juliana Moreira,GO,Casa & Jardim,0.4052,2025,10,83.88
432EC89A-4B4,3DA97E52,PROD-0015,5,731.27,2025-11-05 22:17:42,shipped,3656.35,Lorenzo Souza,PE,Livros,0.5063,2025,11,1851.21
40CE5436-1D9,D2B44EA6,PROD-0024,1,338.73,2026-01-31 18:16:01,cancelled,338.73,Melina Porto,SP,Esportes,0.5017,2026,1,169.94
90A1E14F-18F,015EA699,PROD-0060,4,648.76,2025-06-27 10:42:15,completed,2595.04,Srta. Emanuelly Vargas,SC,Livros,0.66,2025,6,1712.73
597CCE3B-39F,A199CC9D,PROD-0089,4,53.26,2025-08-14 04:16:02,cancelled,213.04,Dr. João Vitor Cirino,PR,Esportes,0.2987,2025,8,63.64
705C215B-464,499BAB82,PROD-0064,2,517.61,2025-08-16 00:55:57,completed,1035.22,Caroline Araújo,PR,Esportes,0.5592,2025,8,578.9
5B14DB5F-223,C671C05D,PROD-0085,4,99.54,2025-07-19 00:58:17,completed,398.16,Allana Pacheco,GO,Esportes,0.3218,2025,7,128.13
2BC302F1-896,A3496769,PROD-0058,5,315.01,2026-02-19 08:26:52,pending,1575.05,Enrico Da Mata,RJ,Esportes,0.3241,2026,2,510.47
CCD5D396-3FF,8BCB0642,PROD-0069,4,376.9,2025-11-03 20:05:29,shipped,1507.6,Cecília Farias,SC,Roupas,0.3082,2025,11,464.64
3B2B6B20-F2A,260DD025,PROD-0005,5,65.22,2025-12-20 13:03:47,shipped,326.1,Léo Freitas,PR,Esportes,0.5725,2025,12,186.69
0CB57B51-F3B,128DD958,PROD-0082,2,243.15,2025-08-30 04:42:04,cancelled,486.3,Valentim Pacheco,RJ,Casa & Jardim,0.2447,2025,8,119.0
1C9C8000-FE8,1FA348FE,PROD-0086,5,23.22,2026-03-10 22:20:47,completed,116.1,Cauã Ramos,PR,Casa & Jardim,0.5233,2026,3,60.76
C4203A41-67D,5EFBB71A,PROD-0073,4,208.8,2026-02-01 04:35:11,completed,835.2,Fernanda Nogueira,MG,Roupas,0.4507,2026,2,376.42
5F8020EA-7C7,AD0D6FCD,PROD-0056,3,428.84,2025-09-05 18:50:13,completed,1286.52,Enzo Viana,BA,Esportes,0.5876,2025,9,755.96
90DDD2B3-B73,7C56AB7D,PROD-0066,5,907.35,2026-03-08 19:34:57,cancelled,4536.75,Luiz Miguel Borges,PE,Roupas,0.5303,2026,3,2405.84
35958E31-3A1,82E5B2F7,PROD-0074,4,656.29,2026-02-26 22:22:34,pending,2625.16,Eloá Ramos,RJ,Esportes,0.5537,2026,2,1453.55
595661FB-691,9F6FBBA1,PROD-0099,5,72.1,2025-11-02 07:54:40,completed,360.5,Liam Farias,BA,Roupas,0.3732,2025,11,134.54
F0E015AE-28F,ADAA1FCA,PROD-0045,1,473.4,2025-04-21 11:17:31,completed,473.4,Gustavo Henrique Ribeiro,PE,Roupas,0.3398,2025,4,160.86
1376972A-1F6,CE1E7CD2,PROD-0054,1,1034.07,2025-12-25 19:44:21,cancelled,1034.07,Sra. Allana Novais,SP,Livros,0.6254,2025,12,646.71
8A22E765-DDC,5DF3206E,PROD-0019,4,464.74,2025-05-16 03:41:55,completed,1858.96,Ester Da Rocha,BA,Roupas,0.434,2025,5,806.79
75CCFB78-919,1100DE7B,PROD-0067,1,339.35,2025-10-25 07:52:28,pending,339.35,Hellena Novaes,GO,Casa & Jardim,0.4677,2025,10,158.71
79C37CA2-B94,C14473A0,PROD-0093,1,513.74,2025-07-10 10:56:17,completed,513.74,João Miguel Cavalcante,RS,Livros,0.4061,2025,7,208.63
62B7F4AD-546,0778F2B1,PROD-0006,1,772.55,2025-07-13 12:32:33,completed,772.55,Ana Sophia Sá,BA,Esportes,0.5011,2025,7,387.12
84E8852E-AC8,42F25660,PROD-0083,2,371.07,2026-02-20 12:46:38,cancelled,742.14,Ana Laura Moraes,RS,Casa & Jardim,0.274,2026,2,203.35
A3E2299A-E06,82EEA549,PROD-0032,2,47.21,2026-02-24 09:46:05,completed,94.42,João Montenegro,CE,Casa & Jardim,0.5897,2026,2,55.68
8935D3FB-B6A,ECEDFFFA,PROD-0072,2,361.57,2026-01-21 23:13:31,pending,723.14,Yasmin Mendonça,RS,Eletrônicos,0.3142,2026,1,227.21
BC5A3742-FB4,50016162,PROD-0081,4,884.4,2025-09-05 15:15:30,pending,3537.6,Alana Mendonça,RS,Roupas,0.4456,2025,9,1576.35
4EE3766B-F3F,0148CB2C,PROD-0004,2,180.17,2025-10-22 01:50:11,pending,360.34,Ravi Lucca Santos,CE,Roupas,0.3551,2025,10,127.96
0D02BFF9-70E,E57E3430,PROD-0076,2,642.74,2025-05-21 14:35:48,completed,1285.48,Antonella Da Paz,BA,Casa & Jardim,0.4509,2025,5,579.62
EEB4B139-FD0,BCC622C4,PROD-0036,1,28.2,2025-04-27 16:42:04,shipped,28.2,Dr. Thiago Macedo,SP,Esportes,0.3468,2025,4,9.78
53E20D93-00D,EC26A303,PROD-0014,2,701.87,2025-11-25 04:06:17,completed,1403.74,Daniel Lopes,RS,Esportes,0.5729,2025,11,804.2
F0E9FE10-3F2,0778F2B1,PROD-0042,3,51.75,2025-06-26 18:07:12,cancelled,155.25,Ana Sophia Sá,BA,Casa & Jardim,0.4052,2025,6,62.91
D8691DAE-E7B,50016162,PROD-0063,3,756.86,2026-02-19 01:38:10,shipped,2270.58,Alana Mendonça,RS,Eletrônicos,0.4364,2026,2,990.88
4B4FF6AB-402,68AF3EB7,PROD-0050,1,168.46,2025-09-12 05:33:56,completed,168.46,Sr. Levi Sá,CE,Eletrônicos,0.6527,2025,9,109.95
392363A2-4F9,96D994F6,PROD-0046,2,979.27,2025-08-28 11:41:38,cancelled,1958.54,Bella Macedo,BA,Livros,0.6565,2025,8,1285.78
CCF5DB78-149,BF9755F2,PROD-0091,5,587.34,2025-07-04 19:55:05,shipped,2936.7,Maria Liz Da Cruz,BA,Casa & Jardim,0.3079,2025,7,904.21
816D6DA4-1C3,CE7762CF,PROD-0011,1,236.83,2025-09-04 17:21:24,completed,236.83,Luiz Henrique Cunha,BA,Livros,0.5215,2025,9,123.51
EE6E7DE1-397,82E5B2F7,PROD-0040,2,822.68,2025-10-02 16:04:51,shipped,1645.36,Eloá Ramos,RJ,Esportes,0.4216,2025,10,693.68
A4A19232-6F2,AAC2DD51,PROD-0050,5,168.46,2025-07-15 10:20:09,pending,842.3,Maria Laura Pereira,BA,Eletrônicos,0.6527,2025,7,549.77
956E51D4-6AD,CBB02B45,PROD-0055,5,1049.9,2026-04-08 23:32:02,cancelled,5249.5,Bruno Lopes,RJ,Livros,0.6198,2026,4,3253.64
6EF27CFE-A18,BE986001,PROD-0083,5,371.07,2025-11-17 11:38:58,completed,1855.35,Nicole Martins,BA,Casa & Jardim,0.274,2025,11,508.37
4FE79B09-48A,485A97D3,PROD-0063,3,756.86,2025-06-12 00:51:53,pending,2270.58,Isabel Silveira,SC,Eletrônicos,0.4364,2025,6,990.88
40968F0E-0A4,148593D7,PROD-0080,1,1130.47,2025-08-15 19:16:45,pending,1130.47,Maria Sophia Borges,SC,Livros,0.5679,2025,8,641.99
DACBBACB-9CA,E03DA8B9,PROD-0018,5,981.25,2025-07-22 15:19:09,shipped,4906.25,Maria Helena Novais,RS,Casa & Jardim,0.6157,2025,7,3020.78
FB272D8F-1F3,FBA6BFED,PROD-0084,4,79.51,2025-09-23 21:34:20,pending,318.04,Nina Santos,PE,Casa & Jardim,0.5977,2025,9,190.09
FB99D5A0-2D5,C836CFF4,PROD-0091,2,587.34,2025-09-26 19:31:46,completed,1174.68,Olivia Sampaio,PE,Casa & Jardim,0.3079,2025,9,361.68
2AFD5FDB-73C,56ED5BE5,PROD-0073,2,208.8,2026-01-09 05:02:36,completed,417.6,Melina Macedo,BA,Roupas,0.4507,2026,1,188.21
46A74BF9-5CC,5154F54F,PROD-0005,3,65.22,2025-06-30 04:25:05,completed,195.66,Dr. Eduardo Abreu,SP,Esportes,0.5725,2025,6,112.02
1410CC24-9C6,90B365F2,PROD-0100,4,84.09,2026-03-27 11:15:59,shipped,336.36,João Felipe Pimenta,PE,Eletrônicos,0.4986,2026,3,167.71
A769C844-442,0778F2B1,PROD-0066,3,907.35,2025-08-01 21:51:54,shipped,2722.05,Ana Sophia Sá,BA,Roupas,0.5303,2025,8,1443.5
A4EC248E-EC4,9A3D4433,PROD-0047,1,612.37,2025-05-19 14:14:00,cancelled,612.37,José Pedro Mendonça,MG,Casa & Jardim,0.6159,2025,5,377.16
70172556-699,0D029D50,PROD-0057,1,51.71,2025-07-01 10:26:36,cancelled,51.71,Vitória Moraes,RS,Casa & Jardim,0.2433,2025,7,12.58
18502B59-B15,E40717C5,PROD-0084,1,79.51,2026-02-09 03:10:20,pending,79.51,Diego Machado,PE,Casa & Jardim,0.5977,2026,2,47.52
FD681399-B10,FB0D2F29,PROD-0034,1,1016.06,2025-12-13 00:39:58,pending,1016.06,Juliana Moreira,GO,Livros,0.5471,2025,12,555.89
E7349A4D-721,AB0F8726,PROD-0016,2,1282.35,2025-12-01 13:30:25,cancelled,2564.7,Pedro Pacheco,SC,Esportes,0.646,2025,12,1656.8
8A3BA594-292,F3691274,PROD-0076,5,642.74,2025-12-29 01:22:15,cancelled,3213.7,Erick Rodrigues,BA,Casa & Jardim,0.4509,2025,12,1449.06
C57D042F-BEC,F5EF2D1E,PROD-0055,2,1049.9,2025-07-10 01:50:49,completed,2099.8,Rael Borges,RJ,Livros,0.6198,2025,7,1301.46
8B0FCEC9-3AE,C958976E,PROD-0008,3,334.5,2025-11-06 01:59:27,shipped,1003.5,Maria Luiza Ribeiro,RS,Esportes,0.4168,2025,11,418.26
82695F79-335,2A922016,PROD-0069,3,376.9,2025-10-02 08:21:00,completed,1130.7,Isabelly Dias,GO,Roupas,0.3082,2025,10,348.48
2BA3001D-7AC,BCA45D72,PROD-0074,5,656.29,2025-07-10 23:05:33,cancelled,3281.45,Dra. Caroline Machado,CE,Esportes,0.5537,2025,7,1816.94
AF3D3F31-E3B,4FBFBC32,PROD-0013,4,1196.83,2025-08-22 20:52:25,completed,4787.32,Lara Farias,PE,Livros,0.6644,2025,8,3180.7
21C121C7-B3C,6F466889,PROD-0036,2,28.2,2025-10-03 15:23:41,completed,56.4,Esther Novaes,GO,Esportes,0.3468,2025,10,19.56
425491E6-C7C,860B8255,PROD-0019,2,464.74,2025-06-28 11:58:53,cancelled,929.48,Theo Almeida,RS,Roupas,0.434,2025,6,403.39
6D9E4C0B-9F5,2BE24524,PROD-0051,3,572.59,2025-11-07 21:48:40,cancelled,1717.77,Renan Duarte,SC,Esportes,0.4935,2025,11,847.72
1327376D-EF9,FF7F7591,PROD-0054,1,1034.07,2026-03-09 03:01:07,pending,1034.07,Luana Vieira,RJ,Livros,0.6254,2026,3,646.71
668EC281-49F,D9AA775D,PROD-0066,3,907.35,2025-12-21 11:52:32,pending,2722.05,Srta. Maya Da Mota,RS,Roupas,0.5303,2025,12,1443.5
36BCC683-ADF,42AC423A,PROD-0063,1,756.86,2026-01-01 02:44:09,cancelled,756.86,Dr. Joaquim Da Luz,SP,Eletrônicos,0.4364,2026,1,330.29
D1518452-1AE,FC97B6BE,PROD-0059,3,1202.64,2025-05-15 18:34:23,completed,3607.92,Sra. Ana Julia Aparecida,RS,Esportes,0.6004,2025,5,2166.2
9E3CDD46-A31,2FAD75B8,PROD-0069,4,376.9,2025-07-08 18:05:46,completed,1507.6,João Guilherme Da Paz,GO,Roupas,0.3082,2025,7,464.64
6178318F-351,860B8255,PROD-0064,3,517.61,2025-11-27 05:17:51,completed,1552.83,Theo Almeida,RS,Esportes,0.5592,2025,11,868.34
5469D7A6-972,AFB1E34E,PROD-0071,4,297.26,2025-10-28 14:07:46,completed,1189.04,Pedro Henrique Siqueira,RJ,Esportes,0.583,2025,10,693.21
F675B518-970,06979CB6,PROD-0088,1,194.18,2026-01-24 19:14:19,cancelled,194.18,Luara Monteiro,RS,Esportes,0.3306,2026,1,64.2
41E53BD5-DE7,8BEF4F1D,PROD-0089,3,53.26,2025-11-22 21:40:26,completed,159.78,João Gabriel Da Rosa,SC,Esportes,0.2987,2025,11,47.73
E4D6857F-827,260DD025,PROD-0036,3,28.2,2025-09-16 10:30:35,completed,84.6,Léo Freitas,PR,Esportes,0.3468,2025,9,29.34
217C3A5B-EDF,50AB16CB,PROD-0048,2,258.75,2025-07-13 16:49:44,completed,517.5,Lavínia Sá,RJ,Livros,0.6597,2025,7,341.39
713BC463-032,C033DA54,PROD-0051,2,572.59,2025-05-24 17:00:59,pending,1145.18,Ana Vitória Da Costa,MG,Esportes,0.4935,2025,5,565.15
BC09210B-DA5,3B0887C2,PROD-0084,1,79.51,2026-03-07 02:18:49,completed,79.51,Alícia Montenegro,RJ,Casa & Jardim,0.5977,2026,3,47.52
40B17FEB-F91,5EDD00C7,PROD-0062,2,412.92,2026-03-17 04:22:45,shipped,825.84,Ana Júlia Da Rocha,RJ,Livros,0.4306,2026,3,355.61
B49CC88A-A19,9A4FB91A,PROD-0088,3,194.18,2025-09-28 06:00:35,completed,582.54,Srta. Luísa Costela,RS,Esportes,0.3306,2025,9,192.59
841C946C-FF9,2554C27C,PROD-0055,1,1049.9,2025-05-10 01:23:27,completed,1049.9,Maria Liz Andrade,RS,Livros,0.6198,2025,5,650.73
CA530299-C95,1A126632,PROD-0050,1,168.46,2026-02-19 20:29:58,completed,168.46,Pedro Henrique Oliveira,RJ,Eletrônicos,0.6527,2026,2,109.95
1557162E-DCA,E2490FE1,PROD-0041,2,117.19,2025-09-28 21:02:24,pending,234.38,Asafe Das Neves,SP,Eletrônicos,0.6114,2025,9,143.3
580365BE-00C,027C1072,PROD-0100,2,84.09,2026-04-09 05:23:45,cancelled,168.18,Ester Lima,SC,Eletrônicos,0.4986,2026,4,83.85
A3EDB7CF-406,72EEF5E6,PROD-0087,5,656.01,2025-07-26 02:15:26,completed,3280.05,Júlia Camargo,MG,Roupas,0.66,2025,7,2164.83
CC90F1FD-8CB,21898D9A,PROD-0079,3,938.31,2025-12-06 08:58:11,cancelled,2814.93,Sr. Otávio Cavalcante,SC,Casa & Jardim,0.605,2025,12,1703.03
37475DB2-53A,BE5B5B83,PROD-0028,4,1217.31,2025-08-29 12:19:16,shipped,4869.24,Maria Júlia Peixoto,GO,Casa & Jardim,0.6125,2025,8,2982.41
337AA531-F11,BBBD4420,PROD-0088,1,194.18,2025-04-15 03:04:17,completed,194.18,Luiz Fernando Da Luz,PE,Esportes,0.3306,2025,4,64.2
3B9CD88C-0CA,FD89CA4B,PROD-0018,4,981.25,2026-01-09 13:22:05,completed,3925.0,Arthur Correia,SP,Casa & Jardim,0.6157,2026,1,2416.62
ED2E7572-5C3,F5EF2D1E,PROD-0055,2,1049.9,2025-04-30 09:40:53,completed,2099.8,Rael Borges,RJ,Livros,0.6198,2025,4,1301.46
4BC87331-075,DB7389DC,PROD-0083,5,371.07,2025-05-19 05:39:34,shipped,1855.35,Carlos Eduardo Cavalcanti,GO,Casa & Jardim,0.274,2025,5,508.37
3BE4069A-4C0,AD43AD72,PROD-0093,1,513.74,2025-08-26 05:41:36,cancelled,513.74,Cecília Nunes,SC,Livros,0.4061,2025,8,208.63
1AC0AAA9-21D,463CB5B5,PROD-0039,5,676.96,2025-07-23 02:25:29,completed,3384.8,Sra. Maria Fernanda Carvalho,RS,Esportes,0.436,2025,7,1475.77
8E466956-86B,16D51E44,PROD-0096,1,219.0,2025-04-18 02:14:29,completed,219.0,Bento Fonseca,MG,Livros,0.2869,2025,4,62.83
D0ED847A-DED,8AE9609A,PROD-0064,4,517.61,2025-04-25 02:50:55,cancelled,2070.44,Sr. Theodoro Rodrigues,CE,Esportes,0.5592,2025,4,1157.79
DD822504-767,3CB33039,PROD-0077,1,218.76,2026-02-08 05:52:12,completed,218.76,Oliver Barros,SP,Roupas,0.4555,2026,2,99.65
D8C690F6-8C7,F3691274,PROD-0041,5,117.19,2025-04-29 23:17:56,pending,585.95,Erick Rodrigues,BA,Eletrônicos,0.6114,2025,4,358.25
62131495-15D,BE986001,PROD-0047,4,612.37,2025-06-15 12:59:32,completed,2449.48,Nicole Martins,BA,Casa & Jardim,0.6159,2025,6,1508.63
F252C4D1-103,9117EBD0,PROD-0003,3,1002.23,2026-02-07 08:48:31,completed,3006.69,Alícia Das Neves,PE,Roupas,0.5908,2026,2,1776.35
677A4AE8-230,8A369489,PROD-0006,4,772.55,2025-08-23 17:04:15,shipped,3090.2,Maya Aragão,PE,Esportes,0.5011,2025,8,1548.5
173ADBF2-763,8AE59E9A,PROD-0037,4,406.89,2025-08-10 02:42:18,pending,1627.56,Brenda Pinto,GO,Eletrônicos,0.426,2025,8,693.34
1D83FE10-515,50016162,PROD-0090,5,493.21,2025-09-09 00:06:57,shipped,2466.05,Alana Mendonça,RS,Eletrônicos,0.3581,2025,9,883.09
16F97A65-23C,BB95238A,PROD-0079,3,938.31,2025-09-03 02:57:31,completed,2814.93,Yan Melo,BA,Casa & Jardim,0.605,2025,9,1703.03
11DF79F9-40C,DA59487F,PROD-0066,2,907.35,2026-02-12 02:40:54,shipped,1814.7,Kamilly Pires,PE,Roupas,0.5303,2026,2,962.34
BAA2A9B5-5AD,C2C7AC9F,PROD-0042,1,51.75,2025-04-17 23:57:34,completed,51.75,Heloisa Carvalho,RJ,Casa & Jardim,0.4052,2025,4,20.97
DBD81ED7-8EB,2F3A668F,PROD-0090,2,493.21,2025-09-01 19:14:24,completed,986.42,Amanda Pereira,BA,Eletrônicos,0.3581,2025,9,353.24
20CD4F02-9CC,2F3FB3E1,PROD-0032,1,47.21,2025-08-29 07:14:18,pending,47.21,Theodoro Viana,RJ,Casa & Jardim,0.5897,2025,8,27.84
ED30D950-91E,E38876F9,PROD-0079,2,938.31,2026-01-12 20:13:14,completed,1876.62,Ana Clara Garcia,RJ,Casa & Jardim,0.605,2026,1,1135.36
B09DABE4-B13,F54C44FA,PROD-0002,1,272.0,2025-09-04 07:54:47,completed,272.0,Sr. Antony Pires,PE,Livros,0.4652,2025,9,126.53
EBA4564E-EC3,DE025C0C,PROD-0064,5,517.61,2025-11-16 22:19:28,cancelled,2588.05,Ana Clara Aparecida,BA,Esportes,0.5592,2025,11,1447.24
5704C8DE-248,6F466889,PROD-0034,3,1016.06,2026-04-03 14:01:24,cancelled,3048.18,Esther Novaes,GO,Livros,0.5471,2026,4,1667.66
D4A21EA7-0BB,2B7A9377,PROD-0016,3,1282.35,2025-12-07 12:56:51,pending,3847.05,Luna Da Conceição,RS,Esportes,0.646,2025,12,2485.19
D6AB2B48-02D,20D0FC8D,PROD-0035,5,1025.64,2025-10-29 17:22:14,cancelled,5128.2,Alexandre Costela,BA,Livros,0.5574,2025,10,2858.46
3E9058B0-388,653A4AEE,PROD-0010,3,1130.44,2025-08-15 00:33:31,completed,3391.32,Dr. Lucas Gabriel Farias,MG,Eletrônicos,0.6188,2025,8,2098.55
6DA02FC5-CE4,2B9D4E5C,PROD-0064,3,517.61,2025-04-20 07:30:08,completed,1552.83,Lorenzo Almeida,SP,Esportes,0.5592,2025,4,868.34
4805E3A4-05C,F2C26614,PROD-0033,5,1091.76,2025-09-22 15:29:18,cancelled,5458.8,Isaac Jesus,SP,Roupas,0.6335,2025,9,3458.15
F2C3FCF5-3BC,7D02FA8B,PROD-0093,5,513.74,2025-10-01 21:02:58,completed,2568.7,Ian Almeida,MG,Livros,0.4061,2025,10,1043.15
308DA6DC-DD5,028A8FF0,PROD-0006,2,772.55,2025-11-20 12:31:33,completed,1545.1,Ana Vitória Da Paz,RJ,Esportes,0.5011,2025,11,774.25
E24183EC-747,8BCB0642,PROD-0061,2,362.94,2025-09-29 23:48:05,completed,725.88,Cecília Farias,SC,Livros,0.6179,2025,9,448.52
60C8678A-1DA,D89B17FD,PROD-0005,4,65.22,2025-08-19 15:04:19,completed,260.88,Bianca Cirino,RJ,Esportes,0.5725,2025,8,149.35
A57C9736-32E,A52A85D2,PROD-0042,3,51.75,2025-07-27 02:39:35,completed,155.25,Joaquim Fogaça,BA,Casa & Jardim,0.4052,2025,7,62.91
CBFB6A01-94B,877A1073,PROD-0010,5,1130.44,2025-12-13 09:06:36,cancelled,5652.2,Alexandre Souza,RJ,Eletrônicos,0.6188,2025,12,3497.58
1436A326-6BF,4947D437,PROD-0007,5,798.54,2026-02-08 02:55:49,completed,3992.7,Lucca Fogaça,MG,Roupas,0.6034,2026,2,2409.2
6344EA42-563,484A6A08,PROD-0052,3,827.9,2025-09-13 10:06:57,completed,2483.7,Jade Teixeira,GO,Eletrônicos,0.5665,2025,9,1407.02
DC1BFC13-0A0,8306BB4A,PROD-0042,1,51.75,2025-11-12 22:59:22,completed,51.75,Sr. Matheus Monteiro,RJ,Casa & Jardim,0.4052,2025,11,20.97
61D067F9-9C8,1654D8E3,PROD-0026,3,1064.13,2025-06-26 18:26:28,cancelled,3192.39,Cecília Dias,RS,Eletrônicos,0.6372,2025,6,2034.19
9B5661C9-79F,C8E6A401,PROD-0080,5,1130.47,2025-06-26 04:16:33,pending,5652.35,Sr. Dom Fogaça,RJ,Livros,0.5679,2025,6,3209.97
CF2C66C2-1C6,14B28758,PROD-0099,5,72.1,2025-05-25 00:35:56,completed,360.5,Mathias Fogaça,PE,Roupas,0.3732,2025,5,134.54
ACAE5E76-F22,32257333,PROD-0070,1,811.0,2025-07-24 18:34:47,completed,811.0,Heitor Cavalcante,BA,Esportes,0.5543,2025,7,449.54
41BFB7E3-E1C,44D088B0,PROD-0001,3,962.94,2025-10-24 21:15:26,completed,2888.82,Maria Clara Carvalho,PR,Roupas,0.5868,2025,10,1695.16
227CDCCB-78A,AB0F8726,PROD-0027,4,810.51,2025-07-13 23:10:56,pending,3242.04,Pedro Pacheco,SC,Esportes,0.5263,2025,7,1706.29
C0A5054A-67E,479B590F,PROD-0008,3,334.5,2026-01-26 14:16:55,completed,1003.5,Srta. Isis Duarte,CE,Esportes,0.4168,2026,1,418.26
5DE21B9E-02E,0F157600,PROD-0006,5,772.55,2026-03-28 14:22:43,pending,3862.75,Kevin Sales,PE,Esportes,0.5011,2026,3,1935.62
02BCB349-A9D,393EE355,PROD-0090,1,493.21,2025-06-06 19:17:34,shipped,493.21,Calebe Brito,RS,Eletrônicos,0.3581,2025,6,176.62
FD428614-4A0,70BA4A73,PROD-0013,4,1196.83,2026-01-07 09:46:00,completed,4787.32,Arthur Gabriel Almeida,PE,Livros,0.6644,2026,1,3180.7
622A2EA8-45A,2F3FB3E1,PROD-0076,2,642.74,2025-11-21 14:46:03,completed,1285.48,Theodoro Viana,RJ,Casa & Jardim,0.4509,2025,11,579.62
7CA83281-5EE,EAFE1B58,PROD-0038,4,309.97,2026-01-30 08:22:52,cancelled,1239.88,Manuela Ribeiro,RS,Esportes,0.4611,2026,1,571.71
8686C85E-7B7,8FE85BB8,PROD-0095,3,453.99,2025-04-23 13:06:01,completed,1361.97,Isabella Moreira,SC,Livros,0.6648,2025,4,905.44
20B84772-5EE,CDFE8F01,PROD-0010,5,1130.44,2026-04-09 12:19:10,completed,5652.2,Pedro Henrique Freitas,RS,Eletrônicos,0.6188,2026,4,3497.58
97A88BAE-C28,15AC3337,PROD-0020,4,73.64,2026-03-23 06:47:10,completed,294.56,Laura Rodrigues,SP,Casa & Jardim,0.4113,2026,3,121.15
7397AAC5-C0B,148593D7,PROD-0053,2,613.06,2025-06-25 20:27:47,pending,1226.12,Maria Sophia Borges,SC,Roupas,0.3212,2025,6,393.83
A7AC1432-E2D,02F73328,PROD-0040,1,822.68,2025-11-29 21:55:24,completed,822.68,Dra. Eloá Correia,RJ,Esportes,0.4216,2025,11,346.84
FE3E8086-E1E,499BAB82,PROD-0021,5,246.07,2026-04-06 13:01:20,completed,1230.35,Caroline Araújo,PR,Livros,0.3041,2026,4,374.15
347071BF-AB3,E83E51A3,PROD-0028,2,1217.31,2025-06-29 23:15:36,completed,2434.62,Lucas Rocha,GO,Casa & Jardim,0.6125,2025,6,1491.2
D6F6BADA-2DE,C25D52DE,PROD-0092,4,332.35,2025-10-01 09:46:47,shipped,1329.4,Davi Lucas Lima,BA,Livros,0.6153,2025,10,817.98
C0FCFD37-F50,ECB5764B,PROD-0007,2,798.54,2025-05-02 12:03:37,completed,1597.08,Marcelo Albuquerque,RJ,Roupas,0.6034,2025,5,963.68
728D9FE7-437,F81FD806,PROD-0052,5,827.9,2026-01-04 09:54:47,completed,4139.5,Srta. Clarice Da Mota,PE,Eletrônicos,0.5665,2026,1,2345.03
0566B61E-BED,4947D437,PROD-0013,2,1196.83,2026-02-07 21:37:05,completed,2393.66,Lucca Fogaça,MG,Livros,0.6644,2026,2,1590.35
71C21774-22B,5B3F669A,PROD-0002,2,272.0,2026-01-30 02:52:25,completed,544.0,Melina Correia,CE,Livros,0.4652,2026,1,253.07
68274CC5-7EF,66C16993,PROD-0026,1,1064.13,2025-12-25 21:51:53,shipped,1064.13,Yasmin Dias,RS,Eletrônicos,0.6372,2025,12,678.06
1A9647DC-EA9,8007E560,PROD-0076,1,642.74,2026-01-23 00:04:19,completed,642.74,Dra. Elisa Cavalcanti,RS,Casa & Jardim,0.4509,2026,1,289.81
AEE2E23C-3A3,16D51E44,PROD-0009,4,929.08,2025-10-13 02:55:22,completed,3716.32,Bento Fonseca,MG,Eletrônicos,0.6451,2025,10,2397.4
53888DC0-A8A,860B8255,PROD-0012,3,583.19,2025-10-01 09:32:32,completed,1749.57,Theo Almeida,RS,Eletrônicos,0.5183,2025,10,906.8
CC63AFCA-1D2,0D203B8E,PROD-0006,2,772.55,2025-11-23 13:18:09,shipped,1545.1,Ana Oliveira,CE,Esportes,0.5011,2025,11,774.25
17E61C3D-AE3,8ED46BC1,PROD-0056,4,428.84,2025-10-11 02:21:31,completed,1715.36,Sr. Murilo Câmara,RS,Esportes,0.5876,2025,10,1007.95
2A8C56DA-921,BE986001,PROD-0049,3,1060.14,2025-06-24 23:34:49,completed,3180.42,Nicole Martins,BA,Roupas,0.6599,2025,6,2098.76
A294E54B-D3C,25948E72,PROD-0024,2,338.73,2025-08-25 04:18:21,completed,677.46,Josué Novais,SP,Esportes,0.5017,2025,8,339.88
D72B3016-E25,7F6F382A,PROD-0079,3,938.31,2025-07-27 15:15:57,pending,2814.93,Juliana Da Rosa,PE,Casa & Jardim,0.605,2025,7,1703.03
609BEBCC-A34,A3496769,PROD-0053,1,613.06,2025-11-10 16:27:27,completed,613.06,Enrico Da Mata,RJ,Roupas,0.3212,2025,11,196.91
